alpha,phi,h
0.463265,0.336479,0.631871
0.619048,0.109133,0.449900
0.771429,0.211480,0.723600
0.523214,0.105175,0.687912
0.760714,0.050500,0.663200
0.463265,0.336479,0.631871
0.805715,0.124570,0.793780
0.463265,0.336479,0.631871
0.805715,0.124570,0.793780
0.676190,0.607983,0.704600
0.760714,0.050500,0.663200
0.619048,0.109133,0.449900
0.483333,0.312675,0.959217
0.880952,0.077667,0.601933
0.757143,0.157700,0.802667
0.523214,0.105175,0.687912
0.206123,0.103607,0.553329
0.463265,0.336479,0.631871
0.523214,0.105175,0.687912
0.757143,0.157700,0.802667
0.585714,0.499800,0.621700
0.253571,0.444837,0.862000
0.397959,0.409186,0.740814
0.497619,0.165633,0.733133
0.880952,0.077667,0.601933
0.915873,0.286456,0.480956
0.523809,0.190867,0.661200
0.483333,0.312675,0.959217
0.463265,0.336479,0.631871
0.838095,0.264767,0.629867
0.523214,0.105175,0.687912
0.619048,0.109133,0.449900
0.757143,0.157700,0.802667
0.915873,0.286456,0.480956
0.760714,0.050500,0.663200
0.566667,0.256483,0.971467
0.757143,0.157700,0.802667
0.557143,0.683083,0.656167
0.771429,0.211480,0.723600
0.771429,0.211480,0.723600
0.469643,0.121700,0.810638
0.366667,0.717217,0.594100
0.757143,0.157700,0.802667
0.616326,0.274643,0.913629
0.253571,0.444837,0.862000
0.557143,0.683083,0.656167
0.450000,0.636725,0.525850
0.585714,0.499800,0.621700
0.463265,0.336479,0.631871
0.523214,0.105175,0.687912
0.463265,0.336479,0.631871
0.566667,0.256483,0.971467
0.771429,0.211480,0.723600
0.465079,0.448706,0.732933
0.616326,0.274643,0.913629
0.771429,0.211480,0.723600
0.760714,0.050500,0.663200
0.915873,0.286456,0.480956
0.192857,0.103200,0.791550
0.757143,0.157700,0.802667
0.880952,0.077667,0.601933
0.760714,0.050500,0.663200
0.253571,0.444837,0.862000
0.616326,0.274643,0.913629
0.757143,0.157700,0.802667
0.760714,0.050500,0.663200
0.397959,0.409186,0.740814
0.757143,0.157700,0.802667
0.463265,0.336479,0.631871
0.647619,0.272850,0.639800
0.915873,0.286456,0.480956
0.450000,0.636725,0.525850
0.805715,0.124570,0.793780
0.450000,0.636725,0.525850
0.397959,0.409186,0.740814
0.463265,0.336479,0.631871
0.523214,0.105175,0.687912
0.450000,0.636725,0.525850
0.771429,0.211480,0.723600
0.414286,0.522670,0.429640
0.647619,0.272850,0.639800
0.463265,0.336479,0.631871
0.623810,0.267050,0.969100
0.253571,0.444837,0.862000
0.532143,0.347513,0.894138
0.603572,0.186138,0.931850
0.463265,0.336479,0.631871
0.616326,0.274643,0.913629
0.480952,0.113783,0.576100
0.253571,0.444837,0.862000
0.880952,0.077667,0.601933
0.253571,0.444837,0.862000
0.414286,0.522670,0.429640
0.253571,0.444837,0.862000
0.760714,0.050500,0.663200
0.450000,0.636725,0.525850
0.771429,0.211480,0.723600
0.771429,0.211480,0.723600
0.880952,0.077667,0.601933
0.414286,0.522670,0.429640
0.253571,0.444837,0.862000
0.206123,0.103607,0.553329
0.647619,0.272850,0.639800
0.045714,0.213160,0.906920
0.576785,0.260113,0.883200
0.395238,0.278567,0.839200
0.469643,0.121700,0.810638
0.253571,0.444837,0.862000
0.523214,0.105175,0.687912
0.050000,0.033575,0.723600
0.760714,0.050500,0.663200
0.760714,0.050500,0.663200
0.588571,0.201350,0.853700
0.607143,0.033563,0.571075
0.647619,0.272850,0.639800
0.975000,0.079025,0.918500
0.253571,0.444837,0.862000
0.619048,0.109133,0.449900
0.771429,0.211480,0.723600
0.523214,0.105175,0.687912
0.915873,0.286456,0.480956
0.757143,0.157700,0.802667
0.616326,0.274643,0.913629
0.271429,0.329892,0.833467
0.757143,0.157700,0.802667
0.463265,0.336479,0.631871
0.585714,0.499800,0.621700
0.523214,0.105175,0.687912
0.757143,0.157700,0.802667
0.559184,0.453121,0.837657
0.757143,0.157700,0.802667
0.647619,0.272850,0.639800
0.880952,0.077667,0.601933
0.253571,0.444837,0.862000
0.771429,0.211480,0.723600
0.771429,0.211480,0.723600
0.397959,0.409186,0.740814
0.253571,0.444837,0.862000
0.616326,0.274643,0.913629
0.760714,0.050500,0.663200
0.523214,0.105175,0.687912
0.337143,0.468330,0.874960
0.716327,0.273736,0.521514
0.647619,0.272850,0.639800
0.880952,0.077667,0.601933
0.760714,0.050500,0.663200
0.523809,0.190867,0.661200
0.463265,0.336479,0.631871
0.585714,0.499800,0.621700
0.397959,0.409186,0.740814
0.463265,0.336479,0.631871
0.771429,0.211480,0.723600
0.771429,0.211480,0.723600
0.757143,0.157700,0.802667
0.463265,0.336479,0.631871
0.342857,0.044400,0.155400
0.395238,0.278567,0.839200
0.871429,0.640400,0.959050
0.871429,0.640400,0.959050
0.366667,0.717217,0.594100
0.614286,0.466670,0.954880
0.757143,0.157700,0.802667
0.261905,0.429633,0.888900
0.523214,0.105175,0.687912
0.647619,0.272850,0.639800
0.647619,0.272850,0.639800
0.261905,0.429633,0.888900
0.523214,0.105175,0.687912
0.616326,0.274643,0.913629
0.261905,0.429633,0.888900
0.760714,0.050500,0.663200
0.592857,0.874850,0.825700
0.045714,0.213160,0.906920
0.463265,0.336479,0.631871
0.716327,0.273736,0.521514
0.760714,0.050500,0.663200
0.880952,0.077667,0.601933
0.647619,0.272850,0.639800
0.600000,0.303000,0.907500
0.647619,0.272850,0.639800
0.253571,0.444837,0.862000
0.975000,0.079025,0.918500
0.463265,0.336479,0.631871
0.616326,0.274643,0.913629
0.757143,0.157700,0.802667
0.463265,0.336479,0.631871
0.616326,0.274643,0.913629
0.607143,0.033563,0.571075
0.757143,0.157700,0.802667
0.585714,0.131217,0.951667
0.463265,0.336479,0.631871
0.463265,0.336479,0.631871
0.975000,0.079025,0.918500
0.760714,0.050500,0.663200
0.619048,0.109133,0.449900
0.757143,0.157700,0.802667
0.450000,0.636725,0.525850
0.585714,0.499800,0.621700
0.397959,0.409186,0.740814
0.463265,0.336479,0.631871
0.045714,0.213160,0.906920
0.397959,0.409186,0.740814
0.757143,0.157700,0.802667
0.557143,0.683083,0.656167
0.523214,0.105175,0.687912
0.253571,0.444837,0.862000
0.771429,0.211480,0.723600
0.264286,0.346100,0.512450
0.612245,0.031643,0.714000
0.463265,0.336479,0.631871
0.465079,0.448706,0.732933
0.471428,0.418020,0.527820
0.559184,0.453121,0.837657
0.665714,0.382810,0.930860
0.216666,0.444775,0.262683
0.566667,0.256483,0.971467
0.559184,0.453121,0.837657
0.645714,0.295650,0.836260
0.716327,0.273736,0.521514
0.585714,0.499800,0.621700
0.771429,0.211480,0.723600
0.450000,0.636725,0.525850
0.771429,0.211480,0.723600
0.760714,0.050500,0.663200
0.757143,0.157700,0.802667
0.760714,0.050500,0.663200
0.647619,0.163700,0.539567
0.585714,0.499800,0.621700
0.771429,0.211480,0.723600
0.463265,0.336479,0.631871
0.757143,0.157700,0.802667
0.805715,0.124570,0.793780
0.757143,0.157700,0.802667
0.771429,0.211480,0.723600
0.557143,0.683083,0.656167
0.566667,0.256483,0.971467
0.760714,0.050500,0.663200
0.647619,0.272850,0.639800
0.880952,0.077667,0.601933
0.757143,0.157700,0.802667
0.271429,0.329892,0.833467
0.880952,0.077667,0.601933
0.757143,0.157700,0.802667
0.760714,0.050500,0.663200
0.395238,0.278567,0.839200
0.253571,0.444837,0.862000
0.557143,0.683083,0.656167
0.707143,0.280250,0.499617
0.397959,0.409186,0.740814
0.450000,0.636725,0.525850
0.771429,0.211480,0.723600
0.880952,0.077667,0.601933
0.597959,0.308671,0.772643
0.471428,0.418020,0.527820
0.463265,0.336479,0.631871
0.771429,0.211480,0.723600
0.463265,0.336479,0.631871
0.463265,0.336479,0.631871
0.147619,0.108892,0.794283
0.463265,0.336479,0.631871
0.757143,0.157700,0.802667
0.576785,0.260113,0.883200
0.271429,0.329892,0.833467
0.603572,0.186138,0.931850
0.871428,0.558517,0.771367
0.463265,0.336479,0.631871
0.647619,0.272850,0.639800
0.469643,0.121700,0.810638
0.376190,0.187467,0.810933
0.619048,0.109133,0.449900
0.206123,0.103607,0.553329
0.647619,0.163700,0.539567
0.559184,0.453121,0.837657
0.253571,0.444837,0.862000
0.707143,0.280250,0.499617
0.771429,0.211480,0.723600
0.728571,0.227781,0.676125
0.435715,0.576675,0.419800
0.308572,0.180520,0.838020
0.347619,0.149517,0.731733
0.857143,0.100550,0.918875
0.857143,0.100550,0.918875
0.817143,0.537120,0.686240
0.750000,0.077762,0.804538
0.600000,0.043229,0.691057
0.664286,0.019800,0.911700
0.192857,0.051375,0.896550
0.260714,0.162225,0.637200
0.308572,0.180520,0.838020
0.750000,0.077762,0.804538
0.546429,0.054850,0.968950
0.557143,0.158350,0.925200
0.857143,0.100550,0.918875
0.807143,0.293825,0.540650
0.295238,0.882100,0.691600
0.147619,0.028267,0.750700
0.857143,0.100550,0.918875
0.600000,0.144683,0.940600
0.500000,0.283575,0.725083
0.961905,0.180433,0.697900
0.358929,0.305200,0.599412
0.295238,0.882100,0.691600
0.908572,0.269360,0.937820
0.460000,0.355130,0.862500
0.750000,0.077762,0.804538
0.753571,0.456087,0.906125
0.750000,0.077762,0.804538
0.500000,0.283575,0.725083
0.557143,0.158350,0.925200
0.493878,0.027371,0.815900
0.347619,0.149517,0.731733
0.493878,0.027371,0.815900
0.280000,0.264090,0.552420
0.435715,0.625083,0.606383
0.696428,0.216188,0.777575
0.052381,0.142550,0.880133
0.052381,0.142550,0.880133
0.500000,0.283575,0.725083
0.457143,0.570457,0.872600
0.500000,0.283575,0.725083
0.696428,0.216188,0.777575
0.696428,0.216188,0.777575
0.817143,0.537120,0.686240
0.557143,0.158350,0.925200
0.696428,0.216188,0.777575
0.728571,0.227781,0.676125
0.546429,0.054850,0.968950
0.394286,0.119830,0.912700
0.924490,0.400171,0.942429
0.667857,0.917088,0.827275
0.104762,0.193217,0.897733
0.546429,0.054850,0.968950
0.735714,0.382387,0.917875
0.437143,0.650020,0.896720
0.819048,0.275050,0.396183
0.557143,0.158350,0.925200
0.546429,0.054850,0.968950
0.696428,0.216188,0.777575
0.750000,0.077762,0.804538
0.600000,0.043229,0.691057
0.147619,0.028267,0.750700
0.347619,0.149517,0.731733
0.435715,0.625083,0.606383
0.546429,0.054850,0.968950
0.557143,0.158350,0.925200
0.571428,0.181083,0.605467
0.280000,0.264090,0.552420
0.664286,0.019800,0.911700
0.750000,0.077762,0.804538
0.696428,0.216188,0.777575
0.228572,0.209150,0.559783
0.600000,0.043229,0.691057
0.696428,0.216188,0.777575
0.750000,0.077762,0.804538
0.750000,0.077762,0.804538
0.500000,0.283575,0.725083
0.942857,0.060400,0.391800
0.500000,0.283575,0.725083
0.924490,0.400171,0.942429
0.423809,0.655867,0.649367
0.423809,0.655867,0.649367
0.438095,0.169217,0.856200
0.546429,0.054850,0.968950
0.489286,0.189975,0.774175
0.342857,0.247750,0.695800
0.735714,0.382387,0.917875
0.076191,0.162417,0.752000
0.500000,0.283575,0.725083
0.916666,0.402800,0.156567
0.500000,0.283575,0.725083
0.080952,0.167475,0.901400
0.435715,0.625083,0.606383
0.514286,0.023533,0.666000
0.857143,0.100550,0.918875
0.280000,0.264090,0.552420
0.557143,0.158350,0.925200
0.735714,0.382387,0.917875
0.557143,0.158350,0.925200
0.600000,0.043229,0.691057
0.621428,0.249600,0.591700
0.371428,0.134875,0.354200
0.259740,0.254432,0.641364
0.535715,0.112525,0.962850
0.664286,0.019800,0.911700
0.908572,0.269360,0.937820
0.768571,0.170130,0.481320
0.493878,0.027371,0.815900
0.435715,0.625083,0.606383
0.750000,0.077762,0.804538
0.750000,0.077762,0.804538
0.493878,0.027371,0.815900
0.438095,0.169217,0.856200
0.500000,0.283575,0.725083
0.750000,0.077762,0.804538
0.750000,0.077762,0.804538
0.104762,0.193217,0.897733
0.347619,0.149517,0.731733
0.438095,0.169217,0.856200
0.347619,0.149517,0.731733
0.696428,0.216188,0.777575
0.500000,0.283575,0.725083
0.819048,0.275050,0.396183
0.347619,0.149517,0.731733
0.696428,0.216188,0.777575
0.696428,0.216188,0.777575
0.750000,0.077762,0.804538
0.916666,0.402800,0.156567
0.557143,0.158350,0.925200
0.914286,0.383250,0.339833
0.457143,0.570457,0.872600
0.557143,0.158350,0.925200
0.600000,0.043229,0.691057
0.628571,0.531950,0.765600
0.347619,0.149517,0.731733
0.728571,0.227781,0.676125
0.664286,0.019800,0.911700
0.546429,0.054850,0.968950
0.805714,0.395690,0.854000
0.557143,0.158350,0.925200
0.308572,0.180520,0.838020
0.961905,0.180433,0.697900
0.546429,0.054850,0.968950
0.750000,0.077762,0.804538
0.246428,0.127463,0.946875
0.916666,0.402800,0.156567
0.596429,0.053169,0.837387
0.819048,0.275050,0.396183
0.460000,0.355130,0.862500
0.347619,0.149517,0.731733
0.785714,0.248521,0.434329
0.750000,0.077762,0.804538
0.347619,0.149517,0.731733
0.538572,0.570695,0.478260
0.500000,0.283575,0.725083
0.347619,0.149517,0.731733
0.600000,0.043229,0.691057
0.571428,0.181083,0.605467
0.500000,0.283575,0.725083
0.916666,0.402800,0.156567
0.696428,0.216188,0.777575
0.307143,0.261338,0.900750
0.357143,0.754800,0.560450
0.246428,0.127463,0.946875
0.728571,0.227781,0.676125
0.246428,0.127463,0.946875
0.750000,0.077762,0.804538
0.696428,0.216188,0.777575
0.934286,0.388210,0.819220
0.307143,0.261338,0.900750
0.696428,0.216188,0.777575
0.308572,0.180520,0.838020
0.600000,0.043229,0.691057
0.557143,0.158350,0.925200
0.560714,0.209112,0.377525
0.493878,0.027371,0.815900
0.557143,0.158350,0.925200
0.750000,0.077762,0.804538
0.916666,0.402800,0.156567
0.076191,0.162417,0.752000
0.202381,0.138958,0.668650
0.971429,0.420750,0.197333
0.857143,0.100550,0.918875
0.333333,0.457867,0.927067
0.192857,0.051375,0.896550
0.546429,0.054850,0.968950
0.500000,0.283575,0.725083
0.202381,0.138958,0.668650
0.700000,0.391200,0.979000
0.246428,0.127463,0.946875
0.857143,0.100550,0.918875
0.347619,0.149517,0.731733
0.308572,0.180520,0.838020
0.916666,0.402800,0.156567
0.500000,0.283575,0.725083
0.435715,0.625083,0.606383
0.438095,0.169217,0.856200
0.500000,0.283575,0.725083
0.377551,0.274300,0.497929
0.728571,0.227781,0.676125
0.916666,0.402800,0.156567
0.500000,0.283575,0.725083
0.246428,0.127463,0.946875
0.620000,0.833220,0.657280
0.260714,0.162225,0.637200
0.042857,0.018250,0.697700
0.944643,0.296356,0.572862
0.696428,0.216188,0.777575
0.333333,0.457867,0.927067
0.538572,0.570695,0.478260
0.546429,0.054850,0.968950
0.546429,0.054850,0.968950
0.347619,0.149517,0.731733
0.433334,0.581050,0.741133
0.500000,0.283575,0.725083
0.500000,0.283575,0.725083
0.546429,0.054850,0.968950
0.557143,0.158350,0.925200
0.857143,0.100550,0.918875
0.347619,0.149517,0.731733
0.916666,0.402800,0.156567
0.428571,0.689200,0.846400
0.500000,0.283575,0.725083
0.500000,0.283575,0.725083
0.259740,0.254432,0.641364
0.961905,0.180433,0.697900
0.260714,0.162225,0.637200
0.333333,0.457867,0.927067
0.546429,0.054850,0.968950
0.750000,0.077762,0.804538
0.728571,0.227781,0.676125
0.500000,0.283575,0.725083
0.817143,0.537120,0.686240
0.433334,0.581050,0.741133
0.438095,0.169217,0.856200
0.728571,0.227781,0.676125
0.935714,0.177425,0.557117
0.696428,0.216188,0.777575
0.347619,0.149517,0.731733
0.557143,0.158350,0.925200
0.857143,0.100550,0.918875
0.546429,0.054850,0.968950
0.719048,0.164833,0.730600
0.664286,0.019800,0.911700
0.571428,0.181083,0.605467
0.600000,0.043229,0.691057
0.546429,0.054850,0.968950
0.750000,0.077762,0.804538
0.557143,0.158350,0.925200
0.147619,0.028267,0.750700
0.423809,0.655867,0.649367
0.924490,0.400171,0.942429
0.438095,0.169217,0.856200
0.914286,0.383250,0.339833
0.347619,0.149517,0.731733
0.696428,0.216188,0.777575
0.750000,0.077762,0.804538
0.750000,0.077762,0.804538
0.696428,0.216188,0.777575
0.333333,0.457867,0.927067
0.433334,0.581050,0.741133
0.644898,0.281879,0.926843
0.428571,0.689200,0.846400
0.280000,0.264090,0.552420
0.260714,0.162225,0.637200
0.916666,0.402800,0.156567
0.347619,0.149517,0.731733
0.347619,0.149517,0.731733
0.138095,0.028550,0.970233
0.750000,0.077762,0.804538
0.664286,0.019800,0.911700
0.280000,0.264090,0.552420
0.347619,0.149517,0.731733
0.489286,0.077675,0.773850
0.664286,0.019800,0.911700
0.600000,0.043229,0.691057
0.415873,0.202278,0.199033
0.924490,0.400171,0.942429
0.489286,0.077675,0.773850
0.961905,0.180433,0.697900
0.546429,0.054850,0.968950
0.908572,0.269360,0.937820
0.857143,0.100550,0.918875
0.076191,0.162417,0.752000
0.664286,0.019800,0.911700
0.850000,0.185525,0.593050
0.557143,0.158350,0.925200
0.128572,0.439550,0.752100
0.728571,0.227781,0.676125
0.924490,0.400171,0.942429
0.052381,0.142550,0.880133
0.696428,0.216188,0.777575
0.504082,0.660786,0.638943
0.280000,0.264090,0.552420
0.908572,0.269360,0.937820
0.474286,0.168880,0.438600
0.500000,0.283575,0.725083
0.916666,0.402800,0.156567
0.857143,0.100550,0.918875
0.600000,0.043229,0.691057
0.557143,0.158350,0.925200
0.347619,0.149517,0.731733
0.850000,0.185525,0.593050
0.546429,0.054850,0.968950
0.546429,0.054850,0.968950
0.500000,0.283575,0.725083
0.696428,0.216188,0.777575
0.500000,0.283575,0.725083
0.557143,0.158350,0.925200
0.644898,0.281879,0.926843
0.557143,0.158350,0.925200
0.287755,0.091857,0.716514
0.753571,0.456087,0.906125
0.557143,0.158350,0.925200
0.493878,0.027371,0.815900
0.347619,0.149517,0.731733
0.438095,0.169217,0.856200
0.394286,0.119830,0.912700
0.500000,0.283575,0.725083
0.500000,0.283575,0.725083
0.138095,0.028550,0.970233
0.011905,0.299242,0.574450
0.333333,0.457867,0.927067
0.435715,0.625083,0.606383
0.924490,0.400171,0.942429
0.489286,0.077675,0.773850
0.260714,0.162225,0.637200
0.696428,0.216188,0.777575
0.347619,0.149517,0.731733
0.768571,0.170130,0.481320
0.557143,0.158350,0.925200
0.546429,0.054850,0.968950
0.104762,0.193217,0.897733
0.342857,0.247750,0.695800
0.696428,0.216188,0.777575
0.371428,0.134875,0.354200
0.500000,0.283575,0.725083
0.621428,0.249600,0.591700
0.725714,0.158350,0.758920
0.916666,0.402800,0.156567
0.805714,0.395690,0.854000
0.557143,0.158350,0.925200
0.546429,0.054850,0.968950
0.664286,0.019800,0.911700
0.750000,0.077762,0.804538
0.546429,0.054850,0.968950
0.750000,0.077762,0.804538
0.628572,0.014275,0.068850
0.820000,0.722110,0.844180
0.857143,0.100550,0.918875
0.600000,0.043229,0.691057
0.557143,0.158350,0.925200
0.928571,0.033425,0.081250
0.857143,0.100550,0.918875
0.347619,0.149517,0.731733
0.750000,0.077762,0.804538
0.600000,0.043229,0.691057
0.750000,0.077762,0.804538
0.557143,0.158350,0.925200
0.916666,0.402800,0.156567
0.546429,0.054850,0.968950
0.423809,0.655867,0.649367
0.347619,0.149517,0.731733
0.328572,0.365600,0.867550
0.753571,0.456087,0.906125
0.924490,0.400171,0.942429
0.750000,0.077762,0.804538
0.493878,0.027371,0.815900
0.347619,0.149517,0.731733
0.667857,0.917088,0.827275
0.735714,0.382387,0.917875
0.696428,0.216188,0.777575
0.916666,0.402800,0.156567
0.885714,0.968950,0.780100
0.280000,0.264090,0.552420
0.596429,0.053169,0.837387
0.750000,0.077762,0.804538
0.307143,0.261338,0.900750
0.546429,0.054850,0.968950
0.076191,0.162417,0.752000
0.493878,0.027371,0.815900
0.728571,0.227781,0.676125
0.961905,0.180433,0.697900
0.698214,0.302831,0.604175
0.500000,0.416400,0.707538
0.438095,0.169217,0.856200
0.438095,0.169217,0.856200
0.333333,0.457867,0.927067
0.750000,0.077762,0.804538
0.246428,0.127463,0.946875
0.392857,0.189200,0.926250
0.438095,0.169217,0.856200
0.358929,0.305200,0.599412
0.750000,0.077762,0.804538
0.307143,0.261338,0.900750
0.750000,0.077762,0.804538
0.664286,0.019800,0.911700
0.728571,0.378575,0.624950
0.373470,0.415243,0.764300
0.276190,0.282083,0.798533
0.432143,0.362538,0.835950
0.728571,0.378575,0.624950
0.826530,0.228071,0.767186
0.867857,0.329287,0.970950
0.278571,0.414175,0.801200
0.276190,0.282083,0.798533
0.460000,0.305620,0.959340
0.489286,0.196638,0.937000
0.276190,0.282083,0.798533
0.571429,0.232300,0.869700
0.725000,0.167737,0.774300
0.554286,0.457530,0.588680
0.867857,0.329287,0.970950
0.725000,0.167737,0.774300
0.564286,0.388150,0.787700
0.662500,0.552406,0.537825
0.347619,0.449467,0.854083
0.561905,0.443950,0.478067
0.725000,0.167737,0.774300
0.908163,0.695100,0.863200
0.914286,0.198800,0.933000
0.373470,0.415243,0.764300
0.531428,0.654490,0.694860
0.977143,0.306290,0.634500
0.662500,0.552406,0.537825
0.278571,0.414175,0.801200
0.554286,0.457530,0.588680
0.694285,0.053310,0.818320
0.553571,0.737450,0.808187
0.278571,0.414175,0.801200
0.914286,0.198800,0.933000
0.432143,0.362538,0.835950
0.914286,0.198800,0.933000
0.347619,0.449467,0.854083
0.489286,0.196638,0.937000
0.417143,0.287140,0.781760
0.276190,0.282083,0.798533
0.369048,0.210375,0.823800
0.725000,0.165800,0.774000
0.268571,0.226530,0.768960
0.540000,0.074530,0.856680
0.553571,0.737450,0.808187
0.582143,0.122075,0.930700
0.914286,0.198800,0.933000
0.725000,0.165800,0.774000
0.728572,0.194500,0.807740
0.367857,0.241313,0.610900
0.500000,0.075450,0.736200
0.373470,0.415243,0.764300
0.728571,0.378575,0.624950
0.651948,0.392827,0.562273
0.050000,0.173975,0.964100
0.704762,0.093517,0.511800
0.092857,0.286225,0.885450
0.568572,0.523620,0.468680
0.461224,0.135386,0.540957
