alpha,phi,h
0.580952,0.155767,0.901550
0.357143,0.373738,0.910338
0.371428,0.463170,0.835240
0.433334,0.091333,0.945433
0.371428,0.463170,0.835240
0.557143,0.370480,0.907620
0.768571,0.319930,0.620240
0.477551,0.546536,0.967043
0.735714,0.210950,0.744450
0.387755,0.047507,0.657800
0.628571,0.260600,0.608200
0.442857,0.038083,0.916467
0.728571,0.618875,0.843100
0.746429,0.105075,0.965275
0.603571,0.140062,0.966600
0.425000,0.603237,0.677900
0.823809,0.272200,0.831367
0.892857,0.275619,0.730862
0.239286,0.188387,0.875500
0.574286,0.050270,0.706580
0.450000,0.039625,0.951850
0.735714,0.210950,0.744450
0.311904,0.288008,0.915750
0.942857,0.195567,0.508467
0.892857,0.275619,0.730862
0.742857,0.586633,0.921833
0.942857,0.412087,0.600025
0.635714,0.325050,0.865400
0.728571,0.618875,0.843100
0.942857,0.226238,0.855400
0.574286,0.050270,0.706580
0.892857,0.275619,0.730862
0.364286,0.366908,0.677583
0.728571,0.618875,0.843100
0.451429,0.236830,0.776640
0.691428,0.505050,0.856100
0.471429,0.262650,0.709600
0.728571,0.618875,0.843100
0.728571,0.618875,0.843100
0.695238,0.022783,0.868967
0.603571,0.140062,0.966600
0.892857,0.275619,0.730862
0.302041,0.068129,0.547286
0.823809,0.272200,0.831367
0.471429,0.262650,0.709600
0.618367,0.125650,0.891457
0.735714,0.210950,0.744450
0.364286,0.366908,0.677583
0.065714,0.209090,0.724160
0.425000,0.603237,0.677900
0.691428,0.505050,0.856100
0.942857,0.195567,0.508467
0.695238,0.022783,0.868967
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.735714,0.210950,0.744450
0.728571,0.618875,0.843100
0.695238,0.022783,0.868967
0.690476,0.287550,0.602167
0.350000,0.217494,0.492400
0.728571,0.618875,0.843100
0.700000,0.549600,0.911540
0.239286,0.188387,0.875500
0.239286,0.188387,0.875500
0.823809,0.272200,0.831367
0.761905,0.405133,0.904833
0.523809,0.040067,0.717667
0.425000,0.603237,0.677900
0.350000,0.217494,0.492400
0.582857,0.161900,0.756940
0.574286,0.050270,0.706580
0.618367,0.125650,0.891457
0.376190,0.245717,0.739500
0.935715,0.114025,0.711425
0.210204,0.284107,0.720571
0.491428,0.248540,0.904120
0.942857,0.226238,0.855400
0.407143,0.182600,0.820950
0.311904,0.288008,0.915750
0.603571,0.140062,0.966600
0.531429,0.485170,0.987240
0.582857,0.161900,0.756940
0.350000,0.217494,0.492400
0.618367,0.125650,0.891457
0.735714,0.210950,0.744450
0.425000,0.603237,0.677900
0.695238,0.022783,0.868967
0.695238,0.022783,0.868967
0.482857,0.559900,0.519460
0.728571,0.618875,0.843100
0.942857,0.195567,0.508467
0.425000,0.603237,0.677900
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.311904,0.288008,0.915750
0.311904,0.288008,0.915750
0.695238,0.022783,0.868967
0.728571,0.618875,0.843100
0.526190,0.012342,0.963733
0.574286,0.050270,0.706580
0.740476,0.048650,0.781150
0.574286,0.050270,0.706580
0.389286,0.085875,0.822025
0.603571,0.140062,0.966600
0.892857,0.275619,0.730862
0.590476,0.071850,0.686367
0.311904,0.288008,0.915750
0.892857,0.275619,0.730862
0.728571,0.618875,0.843100
0.942857,0.195567,0.508467
0.618367,0.125650,0.891457
0.574286,0.050270,0.706580
0.519048,0.054267,0.680050
0.078572,0.177075,0.930150
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.892857,0.275619,0.730862
0.740476,0.048650,0.781150
0.728571,0.618875,0.843100
0.628571,0.260600,0.608200
0.425000,0.603237,0.677900
0.942857,0.226238,0.855400
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.425000,0.603237,0.677900
0.728571,0.618875,0.843100
0.735714,0.210950,0.744450
0.148980,0.833993,0.843486
0.442857,0.038083,0.916467
0.942857,0.226238,0.855400
0.935715,0.114025,0.711425
0.728571,0.618875,0.843100
0.582857,0.161900,0.756940
0.935715,0.114025,0.711425
0.603571,0.140062,0.966600
0.942857,0.226238,0.855400
0.475000,0.240663,0.867025
0.695238,0.022783,0.868967
0.768571,0.134610,0.622880
0.695238,0.022783,0.868967
0.740476,0.048650,0.781150
0.691428,0.505050,0.856100
0.603571,0.140062,0.966600
0.935715,0.114025,0.711425
0.235714,0.557650,0.843075
0.690476,0.287550,0.602167
0.728571,0.618875,0.843100
0.425000,0.603237,0.677900
0.603571,0.140062,0.966600
0.475000,0.240663,0.867025
0.728571,0.618875,0.843100
0.239286,0.188387,0.875500
0.892857,0.275619,0.730862
0.635714,0.325050,0.865400
0.471429,0.262650,0.709600
0.376190,0.245717,0.739500
0.768571,0.134610,0.622880
0.892857,0.275619,0.730862
0.482857,0.559900,0.519460
0.574286,0.050270,0.706580
0.695238,0.022783,0.868967
0.475000,0.240663,0.867025
0.728571,0.618875,0.843100
0.523809,0.040067,0.717667
0.574286,0.050270,0.706580
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.618367,0.125650,0.891457
0.491428,0.248540,0.904120
0.695238,0.022783,0.868967
0.728571,0.618875,0.843100
0.728571,0.618875,0.843100
0.357143,0.233075,0.900325
0.425000,0.603237,0.677900
0.407143,0.182600,0.820950
0.942857,0.195567,0.508467
0.065714,0.209090,0.724160
0.471429,0.262650,0.709600
0.823809,0.272200,0.831367
0.892857,0.275619,0.730862
0.425000,0.603237,0.677900
0.728571,0.618875,0.843100
0.311904,0.288008,0.915750
0.942857,0.195567,0.508467
0.735714,0.210950,0.744450
0.302041,0.068129,0.547286
0.942857,0.195567,0.508467
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.768571,0.134610,0.622880
0.080000,0.078630,0.750680
0.714286,0.103350,0.845900
0.768571,0.134610,0.622880
0.695238,0.022783,0.868967
0.574286,0.050270,0.706580
0.728571,0.618875,0.843100
0.450000,0.039625,0.951850
0.425000,0.603237,0.677900
0.471429,0.262650,0.709600
0.407143,0.182600,0.820950
0.574286,0.050270,0.706580
0.475000,0.240663,0.867025
0.603571,0.140062,0.966600
0.278571,0.055900,0.809025
0.768571,0.134610,0.622880
0.728571,0.618875,0.843100
0.526190,0.012342,0.963733
0.574286,0.050270,0.706580
0.728571,0.618875,0.843100
0.450000,0.039625,0.951850
0.735714,0.210950,0.744450
0.740476,0.048650,0.781150
0.425000,0.603237,0.677900
0.311904,0.288008,0.915750
0.451429,0.236830,0.776640
0.425000,0.603237,0.677900
0.376190,0.245717,0.739500
0.464286,0.477375,0.881050
0.823809,0.272200,0.831367
0.728571,0.618875,0.843100
0.508929,0.565113,0.414988
0.491428,0.248540,0.904120
0.771428,0.226790,0.511560
0.425000,0.603237,0.677900
0.523809,0.040067,0.717667
0.425000,0.603237,0.677900
0.574286,0.050270,0.706580
0.357143,0.233075,0.900325
0.742857,0.533300,0.662500
0.603571,0.140062,0.966600
0.523809,0.040067,0.717667
0.740476,0.048650,0.781150
0.311904,0.288008,0.915750
0.574286,0.050270,0.706580
0.574286,0.050270,0.706580
0.078572,0.177075,0.930150
0.746429,0.105075,0.965275
0.425000,0.603237,0.677900
0.425000,0.603237,0.677900
0.690476,0.287550,0.602167
0.471429,0.262650,0.709600
0.603571,0.140062,0.966600
0.425000,0.603237,0.677900
0.695238,0.022783,0.868967
0.603571,0.140062,0.966600
0.603571,0.140062,0.966600
0.603571,0.140062,0.966600
0.603571,0.140062,0.966600
0.695238,0.022783,0.868967
0.935715,0.114025,0.711425
0.892857,0.275619,0.730862
0.728571,0.618875,0.843100
0.768571,0.134610,0.622880
0.935715,0.114025,0.711425
0.425000,0.603237,0.677900
0.450000,0.039625,0.951850
0.735714,0.210950,0.744450
0.450000,0.039625,0.951850
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.728571,0.618875,0.843100
0.778571,0.098250,0.854900
0.823809,0.272200,0.831367
0.635714,0.325050,0.865400
0.768571,0.134610,0.622880
0.695238,0.022783,0.868967
0.603571,0.140062,0.966600
0.728571,0.618875,0.843100
0.425000,0.603237,0.677900
0.659184,0.047221,0.738214
0.603571,0.140062,0.966600
0.574286,0.050270,0.706580
0.728571,0.618875,0.843100
0.526190,0.012342,0.963733
0.491428,0.248540,0.904120
0.942857,0.226238,0.855400
0.768571,0.134610,0.622880
0.425000,0.603237,0.677900
0.690476,0.287550,0.602167
0.239286,0.188387,0.875500
0.728571,0.618875,0.843100
0.425000,0.603237,0.677900
0.425000,0.603237,0.677900
0.603571,0.140062,0.966600
0.942857,0.195567,0.508467
0.574286,0.050270,0.706580
0.659184,0.047221,0.738214
0.520408,0.309914,0.140086
0.728571,0.618875,0.843100
0.735714,0.210950,0.744450
0.603571,0.140062,0.966600
0.526190,0.012342,0.963733
0.942857,0.226238,0.855400
0.728571,0.618875,0.843100
0.311904,0.288008,0.915750
0.603571,0.140062,0.966600
0.892857,0.275619,0.730862
0.892857,0.275619,0.730862
0.589286,0.034950,0.755050
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.114286,0.382783,0.753100
0.823809,0.272200,0.831367
0.742857,0.586633,0.921833
0.239286,0.188387,0.875500
0.582857,0.161900,0.756940
0.665715,0.138780,0.354960
0.557143,0.194533,0.963533
0.740476,0.048650,0.781150
0.728571,0.618875,0.843100
0.475000,0.240663,0.867025
0.695238,0.022783,0.868967
0.523809,0.040067,0.717667
0.942857,0.195567,0.508467
0.618367,0.125650,0.891457
0.357143,0.233075,0.900325
0.574286,0.050270,0.706580
0.603571,0.140062,0.966600
0.728571,0.618875,0.843100
0.823809,0.272200,0.831367
0.728571,0.618875,0.843100
0.603571,0.140062,0.966600
0.350000,0.217494,0.492400
0.695238,0.022783,0.868967
0.603571,0.140062,0.966600
0.603571,0.140062,0.966600
0.690476,0.287550,0.602167
0.425000,0.603237,0.677900
0.407143,0.182600,0.820950
0.728571,0.618875,0.843100
0.557143,0.194533,0.963533
0.239286,0.188387,0.875500
0.239286,0.188387,0.875500
0.695238,0.022783,0.868967
0.133333,0.595367,0.571000
0.942857,0.195567,0.508467
0.728571,0.618875,0.843100
0.557143,0.194533,0.963533
0.892857,0.275619,0.730862
0.690476,0.287550,0.602167
0.740476,0.048650,0.781150
0.603571,0.140062,0.966600
0.618367,0.125650,0.891457
0.618367,0.125650,0.891457
0.728571,0.618875,0.843100
0.475000,0.240663,0.867025
0.190476,0.419617,0.295967
0.603571,0.140062,0.966600
0.728571,0.618875,0.843100
0.831429,0.350330,0.663180
0.740476,0.048650,0.781150
0.892857,0.275619,0.730862
0.735714,0.210950,0.744450
0.491428,0.248540,0.904120
0.892857,0.275619,0.730862
0.425000,0.603237,0.677900
0.450000,0.039625,0.951850
0.475000,0.240663,0.867025
0.442857,0.038083,0.916467
0.892857,0.275619,0.730862
0.735714,0.210950,0.744450
0.491428,0.248540,0.904120
0.603571,0.140062,0.966600
0.740476,0.048650,0.781150
0.942857,0.195567,0.508467
0.603571,0.140062,0.966600
0.728571,0.618875,0.843100
0.589286,0.034950,0.755050
0.574286,0.050270,0.706580
0.800000,0.016587,0.900900
0.768571,0.134610,0.622880
0.491428,0.248540,0.904120
0.557143,0.194533,0.963533
0.935715,0.114025,0.711425
0.442857,0.136887,0.683850
0.574286,0.050270,0.706580
0.425000,0.603237,0.677900
0.574286,0.050270,0.706580
0.942857,0.195567,0.508467
0.603571,0.140062,0.966600
0.761905,0.405133,0.904833
0.942857,0.195567,0.508467
0.695238,0.022783,0.868967
0.768571,0.134610,0.622880
0.614286,0.105450,0.830100
0.376190,0.245717,0.739500
0.695238,0.022783,0.868967
0.425000,0.603237,0.677900
0.239286,0.188387,0.875500
0.311904,0.288008,0.915750
0.078572,0.177075,0.930150
0.425000,0.603237,0.677900
0.695238,0.022783,0.868967
0.823809,0.272200,0.831367
0.425000,0.603237,0.677900
0.514286,0.927050,0.703300
0.728571,0.618875,0.843100
0.425000,0.603237,0.677900
0.425000,0.603237,0.677900
0.574286,0.050270,0.706580
0.239286,0.188387,0.875500
0.257143,0.104950,0.523700
0.574286,0.050270,0.706580
0.740476,0.048650,0.781150
0.471429,0.262650,0.709600
0.471429,0.262650,0.709600
0.942857,0.195567,0.508467
0.892857,0.275619,0.730862
0.909524,0.255417,0.908917
0.409524,0.281083,0.595933
0.308571,0.462400,0.794420
0.305714,0.342390,0.833500
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.467857,0.190256,0.963075
0.909524,0.255417,0.908917
0.571429,0.224171,0.885600
0.448571,0.779280,0.679420
0.467857,0.190256,0.963075
0.410714,0.174613,0.773725
0.909524,0.255417,0.908917
0.453572,0.472287,0.864075
0.909524,0.255417,0.908917
0.491428,0.371770,0.735220
0.828571,0.337690,0.709860
0.634694,0.782750,0.683600
0.202381,0.079783,0.698167
0.820000,0.172070,0.875820
0.487500,0.089244,0.692812
0.909524,0.255417,0.908917
0.478571,0.062808,0.882100
0.096429,0.162169,0.705275
0.467857,0.190256,0.963075
0.478571,0.062808,0.882100
0.434694,0.896607,0.892014
0.571429,0.224171,0.885600
0.562857,0.365730,0.855040
0.467857,0.190256,0.963075
0.478571,0.062808,0.882100
0.795238,0.535483,0.749683
0.800000,0.482575,0.642800
0.682857,0.061760,0.898580
0.792857,0.140300,0.811050
0.409524,0.281083,0.595933
0.453572,0.472287,0.864075
0.478571,0.062808,0.882100
0.453572,0.472287,0.864075
0.047619,0.215200,0.655533
0.792857,0.140300,0.811050
0.638775,0.111293,0.669800
0.571429,0.224171,0.885600
0.820000,0.172070,0.875820
0.478571,0.062808,0.882100
0.562857,0.365730,0.855040
0.467857,0.190256,0.963075
0.478571,0.062808,0.882100
0.562857,0.365730,0.855040
0.409524,0.281083,0.595933
0.166667,0.095328,0.546533
0.467857,0.190256,0.963075
0.430953,0.537908,0.655050
0.275000,0.432150,0.636400
0.150000,0.144183,0.688183
0.478571,0.062808,0.882100
0.828571,0.337690,0.709860
0.682857,0.061760,0.898580
0.711905,0.628200,0.957550
0.644898,0.008836,0.644200
0.562857,0.365730,0.855040
0.478571,0.062808,0.882100
0.452381,0.357017,0.780450
0.082857,0.247490,0.938960
0.460000,0.576470,0.621420
0.409524,0.281083,0.595933
0.082857,0.247490,0.938960
0.571429,0.224171,0.885600
0.376190,0.102350,0.931467
0.416667,0.035292,0.951583
0.562857,0.365730,0.855040
0.562857,0.365730,0.855040
0.467857,0.190256,0.963075
0.292208,0.142732,0.496073
0.366667,0.257100,0.856967
0.562857,0.088030,0.712380
0.562857,0.365730,0.855040
0.202381,0.079783,0.698167
0.571429,0.224171,0.885600
0.714286,0.466930,0.582120
0.792857,0.140300,0.811050
0.571429,0.224171,0.885600
0.492857,0.097040,0.786140
0.478571,0.062808,0.882100
0.467857,0.190256,0.963075
0.366667,0.257100,0.856967
0.644898,0.008836,0.644200
0.562857,0.088030,0.712380
0.909524,0.255417,0.908917
0.223809,0.684125,0.735133
0.571429,0.224171,0.885600
0.651429,0.069140,0.623240
0.562857,0.365730,0.855040
0.409524,0.281083,0.595933
0.478571,0.062808,0.882100
0.478571,0.062808,0.882100
0.909524,0.255417,0.908917
0.264286,0.072600,0.900462
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.409524,0.281083,0.595933
0.478571,0.062808,0.882100
0.409524,0.281083,0.595933
0.366667,0.257100,0.856967
0.562857,0.365730,0.855040
0.571429,0.224171,0.885600
0.909524,0.255417,0.908917
0.651429,0.069140,0.623240
0.285714,0.444800,0.797000
0.308571,0.462400,0.794420
0.467857,0.190256,0.963075
0.571429,0.224171,0.885600
0.478571,0.062808,0.882100
0.571429,0.224171,0.885600
0.792857,0.140300,0.811050
0.562857,0.365730,0.855040
0.860714,0.444588,0.873550
0.308571,0.462400,0.794420
0.305714,0.342390,0.833500
0.478571,0.062808,0.882100
0.833333,0.121333,0.418267
0.467857,0.190256,0.963075
0.492857,0.097040,0.786140
0.642858,0.224100,0.571950
0.651429,0.069140,0.623240
0.467857,0.190256,0.963075
0.562857,0.365730,0.855040
0.478571,0.062808,0.882100
0.682857,0.061760,0.898580
0.202381,0.079783,0.698167
0.642858,0.224100,0.571950
0.448571,0.779280,0.679420
0.562857,0.365730,0.855040
0.475000,0.272325,0.814037
0.448571,0.779280,0.679420
0.682857,0.061760,0.898580
0.492857,0.097040,0.786140
0.478571,0.062808,0.882100
0.562857,0.365730,0.855040
0.795238,0.535483,0.749683
0.467857,0.190256,0.963075
0.448571,0.779280,0.679420
0.467857,0.190256,0.963075
0.571429,0.224171,0.885600
0.542857,0.234575,0.940925
0.409524,0.281083,0.595933
0.305714,0.342390,0.833500
0.909524,0.255417,0.908917
0.460000,0.576470,0.621420
0.202381,0.079783,0.698167
0.682857,0.061760,0.898580
0.833333,0.121333,0.418267
0.562857,0.365730,0.855040
0.682857,0.061760,0.898580
0.453572,0.114775,0.940150
0.467857,0.190256,0.963075
0.651429,0.069140,0.623240
0.409524,0.281083,0.595933
0.306122,0.533943,0.750257
0.478571,0.062808,0.882100
0.642858,0.224100,0.571950
0.467857,0.190256,0.963075
0.366667,0.257100,0.856967
0.492857,0.097040,0.786140
0.453572,0.472287,0.864075
0.800000,0.482575,0.642800
0.269388,0.832750,0.549229
0.562857,0.365730,0.855040
0.467857,0.190256,0.963075
0.562857,0.365730,0.855040
0.571429,0.224171,0.885600
0.571429,0.224171,0.885600
0.376190,0.102350,0.931467
0.562857,0.365730,0.855040
0.909524,0.255417,0.908917
0.640816,0.149621,0.367557
0.909524,0.255417,0.908917
0.571429,0.224171,0.885600
0.562857,0.365730,0.855040
0.642858,0.224100,0.571950
0.453572,0.472287,0.864075
0.250000,0.731908,0.553633
0.651429,0.069140,0.623240
0.909524,0.255417,0.908917
0.478571,0.062808,0.882100
0.571429,0.224171,0.885600
0.409524,0.281083,0.595933
0.478571,0.062808,0.882100
0.571429,0.224171,0.885600
0.542857,0.599260,0.589180
0.285714,0.444800,0.797000
0.571429,0.224171,0.885600
0.682857,0.061760,0.898580
0.452381,0.357017,0.780450
0.475000,0.272325,0.814037
0.492857,0.097040,0.786140
0.448571,0.779280,0.679420
0.571429,0.224171,0.885600
0.478571,0.062808,0.882100
0.448571,0.779280,0.679420
0.909524,0.255417,0.908917
0.475000,0.272325,0.814037
0.909524,0.255417,0.908917
0.376190,0.102350,0.931467
0.685714,0.159250,0.835800
0.514286,0.254329,0.965686
0.071429,0.078300,0.977600
0.430953,0.537908,0.655050
0.562857,0.365730,0.855040
0.202381,0.079783,0.698167
0.431429,0.343920,0.603080
0.150000,0.144183,0.688183
0.475000,0.272325,0.814037
0.305714,0.342390,0.833500
0.305714,0.342390,0.833500
0.562857,0.365730,0.855040
0.562857,0.365730,0.855040
0.453572,0.472287,0.864075
0.478571,0.062808,0.882100
0.909524,0.255417,0.908917
0.682857,0.061760,0.898580
0.305714,0.342390,0.833500
0.366667,0.257100,0.856967
0.614286,0.445200,0.794300
0.571429,0.224171,0.885600
0.223809,0.684125,0.735133
0.714286,0.095092,0.781133
0.562857,0.365730,0.855040
0.562857,0.365730,0.855040
0.389286,0.074912,0.875025
0.478571,0.062808,0.882100
0.800000,0.482575,0.642800
0.571429,0.224171,0.885600
0.478571,0.062808,0.882100
0.682857,0.061760,0.898580
0.467857,0.190256,0.963075
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.562857,0.365730,0.855040
0.651429,0.069140,0.623240
0.487500,0.089244,0.692812
0.909524,0.255417,0.908917
0.409524,0.281083,0.595933
0.651429,0.069140,0.623240
0.571429,0.224171,0.885600
0.091428,0.554510,0.552440
0.478571,0.062808,0.882100
0.308571,0.462400,0.794420
0.467857,0.190256,0.963075
0.909524,0.255417,0.908917
0.202381,0.079783,0.698167
0.909524,0.255417,0.908917
0.478571,0.062808,0.882100
0.492857,0.097040,0.786140
0.475000,0.272325,0.814037
0.682857,0.061760,0.898580
0.909524,0.255417,0.908917
0.467857,0.190256,0.963075
0.285714,0.444800,0.797000
0.467857,0.190256,0.963075
0.467857,0.190256,0.963075
0.305714,0.342390,0.833500
0.890476,0.366483,0.852500
0.452381,0.357017,0.780450
0.166667,0.095328,0.546533
0.562857,0.365730,0.855040
0.842857,0.044225,0.696900
0.475000,0.272325,0.814037
0.682857,0.061760,0.898580
0.542857,0.599260,0.589180
0.478571,0.062808,0.882100
0.692857,0.406913,0.780225
0.285714,0.444800,0.797000
0.642858,0.224100,0.571950
0.909524,0.255417,0.908917
0.467857,0.190256,0.963075
0.285714,0.444800,0.797000
0.642858,0.224100,0.571950
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.478571,0.062808,0.882100
0.409524,0.373408,0.735617
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.416667,0.035292,0.951583
0.562857,0.365730,0.855040
0.909524,0.255417,0.908917
0.800000,0.482575,0.642800
0.409524,0.281083,0.595933
0.909524,0.255417,0.908917
0.785714,0.488775,0.635150
0.376190,0.102350,0.931467
0.817143,0.161850,0.758500
0.828571,0.337690,0.709860
0.366667,0.257100,0.856967
0.711905,0.628200,0.957550
0.514286,0.422225,0.417100
0.202381,0.079783,0.698167
0.305714,0.342390,0.833500
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.671429,0.401950,0.638840
0.833333,0.121333,0.418267
0.909524,0.255417,0.908917
0.452381,0.357017,0.780450
0.453572,0.472287,0.864075
0.909524,0.255417,0.908917
0.478571,0.062808,0.882100
0.792857,0.140300,0.811050
0.478571,0.062808,0.882100
0.478571,0.062808,0.882100
0.467857,0.190256,0.963075
0.409524,0.281083,0.595933
0.478571,0.062808,0.882100
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.651429,0.069140,0.623240
0.467857,0.190256,0.963075
0.453572,0.114775,0.940150
0.514286,0.254329,0.965686
0.202381,0.079783,0.698167
0.366667,0.257100,0.856967
0.251428,0.297790,0.873220
0.562857,0.365730,0.855040
0.376190,0.102350,0.931467
0.478571,0.062808,0.882100
0.471429,0.090208,0.978217
0.562857,0.365730,0.855040
0.514286,0.815200,0.672300
0.842857,0.044225,0.696900
0.642858,0.224100,0.571950
0.467857,0.190256,0.963075
0.409524,0.281083,0.595933
0.166667,0.095328,0.546533
0.285714,0.444800,0.797000
0.467857,0.190256,0.963075
0.423810,0.136150,0.822167
0.909524,0.255417,0.908917
0.909524,0.255417,0.908917
0.800000,0.089500,0.875350
0.642858,0.224100,0.571950
0.909524,0.255417,0.908917
0.478571,0.062808,0.882100
0.309524,0.077183,0.780167
0.571429,0.224171,0.885600
0.467857,0.190256,0.963075
0.452381,0.357017,0.780450
0.922857,0.120530,0.943620
0.475000,0.272325,0.814037
0.478571,0.062808,0.882100
0.909524,0.255417,0.908917
0.453572,0.472287,0.864075
0.478571,0.062808,0.882100
0.475000,0.272325,0.814037
0.562857,0.365730,0.855040
0.642858,0.224100,0.571950
0.467857,0.190256,0.963075
0.376190,0.102350,0.931467
0.909524,0.255417,0.908917
0.478571,0.062808,0.882100
0.642858,0.224100,0.571950
0.376190,0.102350,0.931467
0.492857,0.097040,0.786140
0.475000,0.272325,0.814037
0.523810,0.127642,0.348333
0.478571,0.062808,0.882100
0.467857,0.190256,0.963075
0.467857,0.190256,0.963075
0.562857,0.365730,0.855040
0.642858,0.224100,0.571950
0.471429,0.688179,0.632500
0.467857,0.190256,0.963075
0.478571,0.062808,0.882100
0.642858,0.224100,0.571950
0.685714,0.159250,0.835800
0.409524,0.281083,0.595933
0.478571,0.062808,0.882100
0.571429,0.224171,0.885600
0.091428,0.554510,0.552440
0.453572,0.472287,0.864075
0.128571,0.297808,0.834250
0.467857,0.190256,0.963075
0.909524,0.255417,0.908917
0.817143,0.161850,0.758500
0.475000,0.272325,0.814037
0.507143,0.903525,0.700850
0.909524,0.255417,0.908917
0.571429,0.224171,0.885600
0.478571,0.062808,0.882100
0.478571,0.062808,0.882100
0.269388,0.832750,0.549229
0.166667,0.095328,0.546533
0.571429,0.224171,0.885600
0.523810,0.127642,0.348333
0.562857,0.365730,0.855040
0.571429,0.224171,0.885600
0.492857,0.097040,0.786140
0.562857,0.365730,0.855040
0.523214,0.105175,0.687912
0.465079,0.448706,0.732933
0.192857,0.103200,0.791550
0.385714,0.119350,0.681200
0.523214,0.105175,0.687912
0.975000,0.079025,0.918500
0.557143,0.683083,0.656167
0.760714,0.050500,0.663200
0.463265,0.336479,0.631871
0.585714,0.499800,0.621700
0.647619,0.272850,0.639800
0.760714,0.050500,0.663200
0.532143,0.173575,0.800700
0.707143,0.280250,0.499617
0.450000,0.636725,0.525850
0.647619,0.272850,0.639800
0.567857,0.493375,0.560875
0.478571,0.798225,0.960167
0.700000,0.945619,0.529100
0.206123,0.103607,0.553329
0.771429,0.211480,0.723600
0.616326,0.274643,0.913629
0.181633,0.140043,0.714500
0.585714,0.499800,0.621700
0.497619,0.165633,0.733133
0.616326,0.274643,0.913629
0.692857,0.805050,0.493900
0.392857,0.911850,0.906150
0.397959,0.409186,0.740814
0.757143,0.157700,0.802667
0.559184,0.453121,0.837657
0.397959,0.409186,0.740814
0.760714,0.050500,0.663200
0.585714,0.499800,0.621700
0.377551,0.115429,0.523500
0.585714,0.499800,0.621700
0.206123,0.103607,0.553329
0.450000,0.636725,0.525850
0.707143,0.280250,0.499617
0.045714,0.213160,0.906920
0.357143,0.068830,0.696460
0.760714,0.050500,0.663200
0.861905,0.441617,0.919067
0.469643,0.121700,0.810638
0.463265,0.336479,0.631871
0.647619,0.272850,0.639800
0.559184,0.453121,0.837657
0.707143,0.280250,0.499617
0.616326,0.274643,0.913629
0.607143,0.033563,0.571075
0.497619,0.165633,0.733133
0.125000,0.210213,0.704250
0.557143,0.683083,0.656167
0.645714,0.295650,0.836260
0.045714,0.213160,0.906920
0.616326,0.274643,0.913629
0.483333,0.312675,0.959217
0.181633,0.140043,0.714500
0.471428,0.418020,0.527820
0.647619,0.272850,0.639800
0.414286,0.522670,0.429640
0.771429,0.211480,0.723600
0.404762,0.201583,0.918167
0.616326,0.274643,0.913629
0.450000,0.636725,0.525850
0.523809,0.190867,0.661200
0.716327,0.273736,0.521514
0.616326,0.274643,0.913629
0.523214,0.105175,0.687912
0.206123,0.103607,0.553329
0.463265,0.336479,0.631871
0.588571,0.201350,0.853700
0.915873,0.286456,0.480956
0.647619,0.272850,0.639800
0.171429,0.273967,0.780967
0.366667,0.717217,0.594100
0.523214,0.105175,0.687912
0.616326,0.274643,0.913629
0.463265,0.336479,0.631871
0.463265,0.336479,0.631871
0.692857,0.805050,0.493900
0.585714,0.499800,0.621700
0.557143,0.683083,0.656167
0.757143,0.157700,0.802667
0.108572,0.162780,0.919120
0.561905,0.413150,0.578000
0.253571,0.444837,0.862000
0.716327,0.273736,0.521514
0.557143,0.683083,0.656167
0.585714,0.499800,0.621700
0.261905,0.429633,0.888900
0.757143,0.157700,0.802667
0.716327,0.273736,0.521514
0.253571,0.444837,0.862000
0.051429,0.102890,0.706220
0.566667,0.256483,0.971467
0.915873,0.286456,0.480956
0.907143,0.066862,0.735325
0.647619,0.163700,0.539567
0.647619,0.272850,0.639800
0.597959,0.308671,0.772643
0.566667,0.256483,0.971467
0.716327,0.273736,0.521514
0.523214,0.105175,0.687912
0.471428,0.418020,0.527820
0.108572,0.162780,0.919120
0.559184,0.453121,0.837657
0.757143,0.157700,0.802667
0.585714,0.499800,0.621700
0.642857,0.286783,0.290067
0.585714,0.499800,0.621700
0.757143,0.157700,0.802667
0.397959,0.409186,0.740814
0.871429,0.640400,0.959050
0.871429,0.640400,0.959050
0.760714,0.050500,0.663200
0.397959,0.409186,0.740814
0.566667,0.256483,0.971467
0.567857,0.493375,0.560875
0.450000,0.636725,0.525850
0.228571,0.164800,0.536400
0.523214,0.105175,0.687912
0.892857,0.010900,0.763000
0.647619,0.272850,0.639800
